Column1,Column2,Column3
speech:ask-missing-accesspermit,You have no access permit.,접근 허가증이 없군요.
speech:ask-missing-accesspermit,The access permit is missing.,접근 허가증이 없는데요.
speech:ask-wrong-name,These names do not match.,이름이 일치하지 않네요.
speech:wrong-name,I have two different names.,난 이름이 두 개입니다.
speech:wrong-name,I have multiple names.,난 원래 이름이 여러 개예요.
speech:wrong-name,My name was changed recently.,최근 이름을 바꿔서요.
speech:ask-wrong-workend,You are not authorized to work this long.,그만큼 노동 하도록 허가 받지 않으셨군요.
speech:ask-wrong-workend,This work pass expires before your visit.,이 노동 허가서는 방문하기도 전에 만료되었는데요.
speech:wrong-workend,I will renew the pass soon.,허가서는 곧 갱신할 거예요.
speech:wrong-workend,I am planning to renew it.,갱신할 예정이에요.
speech:wrong-workend,My entry permit is longer than I need.,입국 허가 기간이 필요한 것보다 기네요.
speech:ask-wrong-idnumber,These numbers do not match.,숫자가 일치하지 않는군요.
speech:ask-wrong-idnumber,There is a discrepancy here.,여기 불일치가 있습니다.
speech:ask-wrong-idnumber,There are two different numbers here.,여기 숫자가 서로 다르군요.
speech:wrong-idnumber,It must be a mistake. The document is valid.,실수일 거예요. 제대로 된 문서라고요.
speech:wrong-idnumber,Check again.,다시 읽어봐요.
speech:ask-wrong-face,This does not look like you.,얼굴이 다릅니다만.
speech:ask-wrong-face,Your picture. It is different.,사진 말입니다. 다르군요.
speech:ask-wrong-face,Your appearance has changed.,얼굴이 변하셨군요.
speech:wrong-face,It is an old picture.,옛날 사진이에요.
speech:wrong-face,I had surgery.,수술을 받았어요.
speech:wrong-face,The years have been cruel.,세월은 잔혹한 법이죠.
speech:wrong-face,I do not know what to say. It is me.,뭐라 말해야 할지 모르겠네요. 나 맞아요.
speech:ask-wrong-issuingcity,This issuing city is incorrect.,발행 도시가 다르군요.
speech:ask-wrong-issuingcity,Your passport has false information.,여권에 가짜 정보가 적혀있네요.
speech:ask-wrong-gender,You are a man?,남성이십니까?
speech:ask-wrong-gender,It says here that you are male.,여기엔 남성이라고 되어있는데요.
speech:ask-wrong-gender,You are a woman?,여성이십니까?
speech:ask-wrong-gender,Your passport says you are female.,여권에는 여성이라고 되어있군요.
speech:ask-wrong-gender,Are you a woman or a man?,남성이십니까 여성이십니까?
speech:ask-wrong-gender,You are male or female?,남자입니까 여자입니까?
speech:wrong-gender,The passport is correct.,여권이 제대로 되었군요.
speech:wrong-gender,Why do you ask?,왜 물어보는 거죠?
speech:wrong-gender,As the document says.,문서에 적힌 대로예요.
speech:wrong-gender,What is this question?,왜 이런 질문을 하는 거죠?
speech:ask-wrong-gender-busted,There is a problem with your documentation.,문서에 문제가 있습니다.
speech:ask-approved,Glory to Arstotzka.,아스토츠카에 영광 있으라.
speech:ask-approved,Cause no trouble.,문제 일으키지 마십시오.
speech:ask-nativesonly,Try again.,다음에 방문하십시오.
speech:ask-nativesonly,Arstotzkans only.,아스토츠카 시민만 받습니다.
speech:ask-wrong-nation,No entry from Obristan.,오브리스탄 출신은 입국 불가입니다.
speech:ask-wrong-nation,No entry from Kolechia.,콜레치아 출신은 입국 불가입니다.
speech:ask-wrong-nation,No entry from United Federation.,연합 연방국 출신은 입국 불가입니다.
speech:ask-wrong-nation,No entry from Antegria.,안테그리아 출신은 입국 불가입니다.
speech:ask-wrong-nation,No entry from Republia.,리퍼블리아 출신은 입국 불가입니다.
speech:ask-wrong-nation,No entry from Arstotzka.,아스토츠카 출신은 입국 불가입니다.
speech:ask-wrong-nation,No entry from Impor.,임포르 출신은 입국 불가입니다.
speech:ask-search,Face the scanner.,수색기를 바라보시오.
speech:ask-search,Turn towards the scanner.,수색기를 향해 몸을 돌리십시오.
speech:ask-detain,Wait here.,여기서 기다리시죠.
speech:ask-detain,One moment please.,잠시 대기해주세요.
speech:detain,What are you doing?,뭐 하는 겁니까?
speech:detain,What is happening?,이게 뭐죠?
speech:detain,What is this?,뭡니까?
speech:detain,You cannot do this!,이럴 수는 없어!
speech:detain,What will happen to me?,나한테 무슨 일이 일어나는 거죠?
speech:detain,Who do you think you are?,당신이 뭔데?
speech:detain,You have no authority for this!,이럴 권리는 없어요!
speech:detain,You are a fool!,바보같이!
speech:ask-search-enabled,You have been selected for a random search.,무작위 수색에 선정되셨습니다.
speech:ask-wrong-entryticket-date,This ticket is for another day.,표의 입국 날짜가 다르군요.
speech:ask-wrong-entryticket-date,You cannot enter today.,오늘 입국하실 수 없습니다.
speech:ask-wrong-entryticket-date,The date on this ticket is wrong.,표의 날짜가 틀렸습니다.
speech:wrong-entryticket-date,It is my mistake.,내 실수네요.
speech:wrong-entryticket-date,Oh?,어?
speech:ask-missing-entryticket,You cannot enter without a ticket.,표 없인 입국 불가능합니다.
speech:ask-missing-entryticket,Foreigners must present an entry ticket.,외국인은 입국표가 필요합니다.
speech:ask-missing-entryticket,Where is your entry ticket?,입국표는 어디에 있나요?
speech:missing-entryticket,I do not know what that is.,그게 뭔지 모르겠는데요.
speech:missing-entryticket,I have none.,없어요.
speech:missing-entryticket,It was lost.,잃어버렸어요.
speech:ask-wrong-identity,I cannot verify your identity.,신원을 입증할 수가 없군요.
speech:ask-wrong-identity,Your identity does not match.,신원 불명이십니다.
speech:ask-wrong-alias,There is no record of this name.,이런 이름은 기록에 없습니다.
speech:ask-wrong-alias,I cannot verify your alias.,이명을 확인할 수가 없군요.
speech:ask-wrong-fingerprints,Your fingerprints do not match our records.,지문이 기록과 일치하지 않네요.
speech:ask-wrong-fingerprints,I cannot verify your fingerprints.,지문을 확인할 수가 없네요.
speech:ask-contraband,There is zero tolerance for contraband.,밀수범에게 관용은 없습니다.
speech:ask-contraband,You have made a mistake coming here.,여기 온 건 실수였습니다.
speech:contraband,You can see that?,그걸 봤다고?
speech:contraband,What?,뭐요?
speech:contraband,I know nothing.,난 아무것도 몰라요.
speech:contraband,Is it so obvious?,그렇게 티가 났나?
speech:ask-wrong-information,This information does not look correct.,정보가 정확하지 않습니다만.
speech:ask-wrong-information,This is incorrect.,정보가 틀렸군요.
speech:ask-wrong-height,Your height is different.,신장이 다르네요.
speech:wrong-height,Perhaps my shoes are different.,오늘 신발을 다른 걸 신어서 일지도 몰라요.
speech:wrong-height,It is a natural difference.,자연스러운 차이잖아요.
speech:ask-wrong-weight,Your weight is different.,체중이 다르군요.
speech:wrong-weight,I am wearing different clothes.,다른 옷을 입어서예요.
speech:wrong-weight,My weight has changed naturally.,원래 체중이 잘 변해요.
speech:ask-criminal,You have interesting face.,흥미로운 얼굴이군요.
speech:ask-criminal,Maybe you should not have come.,여기 오셔선 안 되었습니다.
speech:ask-criminal,We have some questions for you.,몇 가지 질문이 있습니다.
speech:criminal,I have nothing to say.,할 말 없는데.
speech:criminal,Let me through or you will regret it.,통과시켜주지 않으면 후회할 거요.
speech:criminal,I do not like your tone.,당신 말투가 맘에 안 드는데.
speech:ask-wrong-description,This does not sound like you.,본인의 정보가 아닌 거 같은데요.
speech:ask-wrong-description,You do not match this description.,기록과 일치하지 않습니다.
speech:wrong-description,I have changed.,바뀌었어요.
speech:wrong-description,How can you say for sure?,어떻게 그렇게 확신할 수 있나요?
speech:wrong-description,Is that good or bad?,그래서 좋은 건가요 나쁜 건가요?
speech:hidden-paper,Here it is.,여기 있습니다.
speech:hidden-paper,Sorry. I have it here.,미안합니다. 여기 있어요.
speech:hidden-paper,I have it here.,여기 있어요.
speech:hidden-paper,Here.,여기요.
speech:ask-wrong-thumbprint,Your thumb print does not match.,엄지 지문이 일치하지 않네요.
speech:ask-wrong-thumbprint,This print does not match.,지문이 일치하지 않네요.
speech:ask-wrong-diploaccess,Your diplomatic authorization does not cover Arstotzka.,외교관 증명서가 아스토츠카에서는 인가되지 않는군요.
speech:ask-wrong-diploaccess,You have no diplomatic rights here.,여기선 외교활동을 허락할 수 없습니다.
speech:ask-wrong-diploaccess,This authorization does not include Arstotzka.,아스토츠카에선 효력 없는 서류입니다.
speech:wrong-diploaccess,Nonsense.,말도 안돼.
speech:wrong-diploaccess,Check with your superiors.,상사 좀 불러와요.
speech:wrong-diploaccess,I have full authorization.,난 다 갖췄다고요.
speech:ask-missing-vaccinecert,Where is the vaccine certification?,백신 증명서는 어디에 있습니까?
speech:ask-missing-vaccinecert,Where is your proof of vaccination?,백신 맞은 증거는 어디에 있죠?
speech:ask-missing-vaccinecert,All entrants must be vaccinated.,입국자는 모두 백신을 접종해야 합니다.
speech:missing-vaccinecert,I do not believe in vaccines.,난 백신 같은 거 안 믿어요.
speech:missing-vaccinecert,I could not afford certification.,발급 받을 여유가 없었어요.
speech:ask-vaccine-expired,This vaccine has expired.,백신 기한이 만료되었군요.
speech:ask-vaccine-expired,This vaccine is no longer active.,백신이 더 이상 효력이 없습니다.
speech:ask-vaccine-wrongdrugs,You are missing the required vaccination.,필요한 백신이 없군요.
speech:ask-vaccine-wrongdrugs,This vaccine certificate is insufficient.,백신 증명서가 없습니다.
speech:trade-fingerprints,Here.,여기요.
speech:trade-fingerprints,Is this ok?,이걸로 됐나요?
speech:trade-fingerprints,Here are my fingerprints.,여기 내 지문이에요.
speech:trade-fingerprints,Now I have ink everywhere.,이제 손이 잉크 투성이네.
speech:default,Please let me through.,좀 통과시켜 주세요.
speech:default,What are you talking about?,무슨 말 하는 건가요?
speech:default,I know nothing about this.,난 아무것도 몰라요.
speech:default,I do not know what to say.,무슨 말 하는지 모르겠어요.
speech:default,Oh?,어?
face:M00,Short Hair,짧은 머리
face:M00,Good Vision,시력 좋음
face:M00,Balding,탈모 진행 중
face:M00,Glasses,안경 씀
face:M00,Large Mustache,큰 콧수염
face:M01,Bald,대머리
face:M01,Large Curly Locks,심한 곱슬머리
face:M01,Glasses,안경 씀
face:M02,Cropped Hair,자른 머리
face:M02,Glasses,안경 씀
face:M02,Overweight,과체중
face:M02,No Glasses,안경 안 씀
face:M03,Dark Hair,짙은 머리색
face:M03,Mustache,콧수염
face:M03,Light Hair,옅은 머리색
face:M03,Glasses,안경 씀
face:M10,Beard,턱수염
face:M10,Mustache,콧수염
face:M10,Shaved Head,민머리
face:M10,Glasses,안경 씀
face:M11,Goatee,염소 수염
face:M11,Perfect Vision,시력 완벽함
face:M11,Mohawk,모히칸 스타일
face:M11,Glasses,안경 씀
face:M12,Short Cropped Hair,짧은 자른 머리
face:M12,Long Wavy Hair,긴 구불 머리
face:M12,Glasses,안경 씀
face:M13,Balding,탈모 진행 중
face:M13,Huge Afro,대형 아프로 머리
face:M13,Thick Glasses,두꺼운 안경
face:M20,Balding,탈모 진행 중
face:M20,Curly Hair,곱슬 머리
face:M20,Glasses,안경 씀
face:M21,Short Straight Hair,짧은 직모
face:M21,Bald,대머리
face:M21,Glasses,안경 씀
face:M22,Short Light Hair,짧고 옅은 머리칼
face:M22,Dark Hair,짙은 머리색
face:M22,Glasses,안경 씀
face:M23,Widow's Peak,V자 머리
face:M23,Mustache,콧수염
face:M23,Shaved Head,민머리
face:M23,Glasses,안경 씀
face:M23,Clean Shaven,말끔하게 제모함
face:M30,Tall Forehead,넓은 이마
face:M30,Totally Bald,완전 대머리
face:M30,Glasses,안경 씀
face:M31,Killer Sideburns,멋진 구렛나룻
face:M31,Light Hair,옅은 머리색
face:M31,Glasses,안경 씀
face:M32,Bobbed Hair,단발머리
face:M32,Long Curly Hair,긴 곱슬머리
face:M32,Glasses,안경 씀
face:M32,Large Mustache,큰 콧수염
face:M33,Short Curly Hair,짧은 곱슬머리
face:M33,Mustache,콧수염
face:M33,Balding,탈모 진행 중
face:M33,Glasses,안경 씀
face:M33,No Mustache,콧수염 없음
face:M40,Bald,대머리
face:M40,Long Hair,긴 머리
face:M40,Glasses,안경 씀
face:M41,Mohawk,모히칸 스타일
face:M41,Large Sideburns,커다란 구렛나룻
face:M41,Glasses,안경 씀
face:M42,Short Curly Hair,짧은 곱슬머리
face:M42,Flat-top Hair,상고머리
face:M42,Glasses,안경 씀
face:M42,Pencil Mustache,얇은 콧수염
face:M43,Unkempt Curly Hair,흐트러진 곱슬머리
face:M43,Mustache,콧수염
face:M43,Long Straight Hair,긴 직모
face:M43,Glasses,안경 씀
face:F00,Wavy Hair,약간 곱슬머리
face:F00,Short Hair,짧은 머리
face:F00,Glasses,안경 씀
face:F01,Small Head,작은 머리
face:F01,Glasses,안경 씀
face:F01,Afro,아프로 머리
face:F01,Perfect Vision,시력 완벽함
face:F02,Overweight,과체중
face:F02,Slim Figure,메마름
face:F02,Glasses,안경 씀
face:F03,Bobbed Hair,단발머리
face:F03,Long Hair,긴 머리
face:F03,Glasses,안경 씀
face:F10,Straight Hair,직모
face:F10,Long Curly Hair,긴 곱슬머리
face:F10,Glasses,안경 씀
face:F11,Bobbed Hair,단발머리
face:F11,Afro,아프로 머리
face:F11,Glasses,안경 씀
face:F12,Short Hair,짧은 머리
face:F12,Huge Afro,대형 아프로 머리
face:F12,Thick Glasses,두꺼운 안경
face:F13,Very Short Hair,아주 짧은 머리
face:F13,Long Straight Hair,긴 직모
face:F13,Glasses,안경 씀
face:F20,Short Hair,짧은 머리
face:F20,Long Curly Hair,긴 곱슬머리
face:F20,Glasses,안경 씀
face:F21,Overweight,과체중
face:F21,Slim Figure,메마름
face:F21,Glasses,안경 씀
face:F22,Bobbed Hair,단발머리
face:F22,Shaved Head,민머리
face:F22,Glasses,안경 씀
face:F23,Short Curly Hair,짧은 곱슬머리
face:F23,Long Straight Hair,긴 직모
face:F23,Glasses,안경 씀
face:F30,Curly Bobbed Hair,자른 곱슬 머리
face:F30,Shaved Head,민머리
face:F30,Thick Glasses,두꺼운 안경
face:F31,Short Wavy Hair,짧은 약간 곱슬머리
face:F31,Glasses,안경 씀
face:F31,Long Hair,긴 머리
face:F31,Good Vision,시력 좋음
face:F32,Bobbed Hair,단발머리
face:F32,Light Curly Hair,옅은 곱슬머리
face:F32,Glasses,안경 씀
face:F33,Long Hair,긴 머리
face:F33,Shaved Head,민머리
face:F33,Glasses,안경 씀
face:F40,Straight Hair,직모
face:F40,Curly Hair,곱슬 머리
face:F40,Glasses,안경 씀
face:F41,Bobbed Hair,단발머리
face:F41,Round Face,둥근 얼굴
face:F41,Glasses,안경 씀
face:F42,Dark Hair,짙은 머리색
face:F42,Long Straight Hair,긴 직모
face:F42,Glasses,안경 씀
face:F43,Long Hair,긴 머리
face:F43,Shaved Head,민머리
face:F43,No Glasses,안경 안 씀
achievement:ACH_TOKEN_ANTEGRIA,Antegria Token,안테그리아 주화
achievement:ACH_TOKEN_ANTEGRIA,Collect the hidden Antegria Token,숨겨진 안테그리아 주화를 모은다
achievement:ACH_TOKEN_ARSTOTZKA,Arstotzka Token,아스토츠카 주화
achievement:ACH_TOKEN_ARSTOTZKA,Collect the hidden Arstotzka Token,숨겨진 아스토츠카 주화를 모은다
